202501395,10/15/2025 12:00:00 am,"905 HITT ST , COLUMBIA MO,",NO,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,UNFOUNDED
202501395,10/14/2025 12:00:00 am-01/01/1970 12:00:00 am,"905 HITT ST , COLUMBIA MO,",NO,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,UNFOUNDED
202501394,10/15/2025 03:25:00 am,"949 CONLEY AVE/S NINTH ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,TRESPASS,TRESPASS,CLEARED BY ARREST
202501394,10/15/2025 03:24:59 am-10/15/2025 03:25:00 am,"949 CONLEY AVE/S NINTH ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,TRESPASS,TRESPASS,CLEARED BY ARREST
202501394,10/15/2025 03:25:00 am,"949 CONLEY AVE/S NINTH ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,RESISTING ARREST BY FLEEING,TRESPASS,CLEARED BY ARREST
202501394,10/15/2025 03:24:59 am-10/15/2025 03:25:00 am,"949 CONLEY AVE/S NINTH ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,RESISTING ARREST BY FLEEING,TRESPASS,CLEARED BY ARREST
202501393,10/15/2025 01:59:00 am,"1115 UNIVERSITY AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,PROPERTY DAMAGE,LARCENY - THEFT FROM MOTOR VEHICLE,CLEARED BY ARREST
202501393,10/15/2025 01:58:59 am-10/15/2025 01:59:00 am,"1115 UNIVERSITY AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,PROPERTY DAMAGE,LARCENY - THEFT FROM MOTOR VEHICLE,CLEARED BY ARREST
202501393,10/15/2025 01:59:00 am,"1115 UNIVERSITY AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,CLEARED BY ARREST
202501393,10/15/2025 01:58:59 am-10/15/2025 01:59:00 am,"1115 UNIVERSITY AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,CLEARED BY ARREST
202501392,10/15/2025 01:23:00 am,"810 ROLLINS ST , COLUMBIA MO, 65201",NO,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202501392,10/15/2025 01:22:59 am-10/15/2025 01:23:00 am,"810 ROLLINS ST , COLUMBIA MO, 65201",NO,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202501391,10/15/2025 12:44:00 am,"1105 S PROVIDENCE RD , COLUMBIA MO, 65201",NO NOT APPLICABLE,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202501391,10/15/2025 12:43:59 am-10/15/2025 12:44:00 am,"1105 S PROVIDENCE RD , COLUMBIA MO, 65201",NO NOT APPLICABLE,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202501390,10/15/2025 01:03:00 am,"1 N TENTH ST/E BROADWAY , COLUMBIA MO, 65201",NO NOT APPLICABLE,FORGERY,FORGERY,CLEARED BY ARREST
202501390,10/15/2025 01:02:59 am-10/15/2025 01:03:00 am,"1 N TENTH ST/E BROADWAY , COLUMBIA MO, 65201",NO NOT APPLICABLE,FORGERY,FORGERY,CLEARED BY ARREST
202501390,10/15/2025 01:03:00 am,"1 N TENTH ST/E BROADWAY , COLUMBIA MO, 65201",NO NOT APPLICABLE,OTHER OFFENSE - NOT REPORTABLE,FORGERY,CLEARED BY ARREST
202501390,10/15/2025 01:02:59 am-10/15/2025 01:03:00 am,"1 N TENTH ST/E BROADWAY , COLUMBIA MO, 65201",NO NOT APPLICABLE,OTHER OFFENSE - NOT REPORTABLE,FORGERY,CLEARED BY ARREST
202501390,10/15/2025 01:03:00 am,"1 N TENTH ST/E BROADWAY , COLUMBIA MO, 65201",NO NOT APPLICABLE,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202501390,10/15/2025 01:02:59 am-10/15/2025 01:03:00 am,"1 N TENTH ST/E BROADWAY , COLUMBIA MO, 65201",NO NOT APPLICABLE,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202501389,10/14/2025 08:41:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,CRIMINAL SEXUAL CONTACT,CRIMINAL SEXUAL CONTACT,ACTIVE
202501389,10/08/2025 12:00:00 pm-10/08/2025 12:00:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,CRIMINAL SEXUAL CONTACT,CRIMINAL SEXUAL CONTACT,ACTIVE
202501388,10/13/2025 12:00:00 am,"526 HITT ST , COLUMBIA MO,",NO NOT APPLICABLE,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202501388,10/13/2025 12:00:00 am-01/01/1970 12:00:00 am,"526 HITT ST , COLUMBIA MO,",NO NOT APPLICABLE,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202501387,10/13/2025 07:50:00 pm,"909 RICHMOND AVE , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501387,10/13/2025 07:49:59 pm-10/13/2025 07:50:00 pm,"909 RICHMOND AVE , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501386,10/13/2025 08:55:00 pm,"402 KENTUCKY BLVD , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),INACTIVE (MUPD ONLY)
202501386,10/13/2025 12:40:59 pm-10/13/2025 12:41:00 pm,"402 KENTUCKY BLVD , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),INACTIVE (MUPD ONLY)
202501385,10/13/2025 08:05:28 pm,"309 HITT ST , COLUMBIA MO, 65201",NO,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,UNFOUNDED
202501385,10/13/2025 05:50:00 pm-10/13/2025 06:10:00 pm,"309 HITT ST , COLUMBIA MO, 65201",NO,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,UNFOUNDED
202501384,10/13/2025 04:21:00 pm,"MICK DEAVER DR/OUTER RD , COLUMBIA MO, 65203",NO,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202501384,10/13/2025 04:20:59 pm-10/13/2025 04:21:00 pm,"MICK DEAVER DR/OUTER RD , COLUMBIA MO, 65203",NO,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202501383,10/13/2025 02:27:00 pm,"901 VIRGINIA AVE , COLUMBIA MO, 65201",YES,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501383,10/13/2025 02:26:59 pm-10/13/2025 02:27:00 pm,"901 VIRGINIA AVE , COLUMBIA MO, 65201",YES,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501382,10/13/2025 11:42:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501382,10/13/2025 11:42:00 am-10/13/2025 11:42:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501381,10/13/2025 06:51:38 am,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202501381,10/13/2025 06:51:37 am-10/13/2025 06:51:38 am,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202501380,10/12/2025 10:08:00 am,"540 HITT ST , COLUMBIA MO, 65201",NO,OTHER OFFENSE - REPORTABLE,OTHER OFFENSE - REPORTABLE,INACTIVE (MUPD ONLY)
202501380,10/11/2025 12:00:00 am-10/12/2025 10:08:00 am,"540 HITT ST , COLUMBIA MO, 65201",NO,OTHER OFFENSE - REPORTABLE,OTHER OFFENSE - REPORTABLE,INACTIVE (MUPD ONLY)
202501379,10/12/2025 02:27:00 am,"309 HITT ST , COLUMBIA MO, 65201",NO,DWI,DWI,CLEARED BY ARREST
202501379,10/12/2025 02:27:00 am-10/12/2025 02:27:00 am,"309 HITT ST , COLUMBIA MO, 65201",NO,DWI,DWI,CLEARED BY ARREST
202501379,10/12/2025 02:27:00 am,"309 HITT ST , COLUMBIA MO, 65201",NO,WARRANT ARREST,DWI,CLEARED BY ARREST
202501379,10/12/2025 02:27:00 am-10/12/2025 02:27:00 am,"309 HITT ST , COLUMBIA MO, 65201",NO,WARRANT ARREST,DWI,CLEARED BY ARREST
202501378,10/12/2025 01:39:00 am,"799 S COLLEGE AVE/ROLLINS ST , COLUMBIA MO, 65201",NO,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST
202501378,10/12/2025 01:39:00 am-10/12/2025 01:39:00 am,"799 S COLLEGE AVE/ROLLINS ST , COLUMBIA MO, 65201",NO,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST
202501378,10/12/2025 01:39:00 am,"799 S COLLEGE AVE/ROLLINS ST , COLUMBIA MO, 65201",NO,DWI,DWI,CLEARED BY ARREST
202501378,10/12/2025 01:39:00 am-10/12/2025 01:39:00 am,"799 S COLLEGE AVE/ROLLINS ST , COLUMBIA MO, 65201",NO,DWI,DWI,CLEARED BY ARREST
202501377,10/12/2025 01:56:00 am,"309 HITT ST , COLUMBIA MO, 65201",NO,PROPERTY DAMAGE,PROPERTY DAMAGE,CLEARED BY ARREST
202501377,10/10/2025 12:00:00 am-10/11/2025 12:00:00 am,"309 HITT ST , COLUMBIA MO, 65201",NO,PROPERTY DAMAGE,PROPERTY DAMAGE,CLEARED BY ARREST
202501376,10/12/2025 05:15:15 am,"800 VIRGINIA AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,MEDICAL EMERGENCY,LIQUOR LAW,EXCEPTIONALLY CLEARED
202501376,10/11/2025 11:05:14 pm-10/11/2025 11:10:15 pm,"800 VIRGINIA AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,MEDICAL EMERGENCY,LIQUOR LAW,EXCEPTIONALLY CLEARED
202501376,10/12/2025 05:15:15 am,"800 VIRGINIA AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202501376,10/11/2025 11:05:14 pm-10/11/2025 11:10:15 pm,"800 VIRGINIA AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202501375,10/11/2025 10:20:00 pm,"800 VIRGINIA AVE , COLUMBIA MO, 65201",NO,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202501375,10/11/2025 10:19:59 pm-10/11/2025 10:20:00 pm,"800 VIRGINIA AVE , COLUMBIA MO, 65201",NO,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202501374,10/11/2025 07:44:00 pm,"3 HOSPITAL DR , COLUMBIA MO, 65201",NO,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202501374,10/11/2025 07:01:00 pm-10/11/2025 07:44:00 pm,"3 HOSPITAL DR , COLUMBIA MO, 65201",NO,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202501373,10/11/2025 04:05:00 pm,"601 TURNER AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501373,10/11/2025 04:04:59 pm-10/11/2025 04:05:00 pm,"601 TURNER AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501372,10/11/2025 11:34:00 am,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202501372,10/11/2025 11:33:59 am-10/11/2025 11:34:00 am,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202501372,10/11/2025 11:34:00 am,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,FORGERY,FORGERY,CLEARED BY ARREST
202501372,10/11/2025 11:33:59 am-10/11/2025 11:34:00 am,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,FORGERY,FORGERY,CLEARED BY ARREST
202501371,10/11/2025 10:40:00 am,"600 E STADIUM BLVD , COLUMBIA MO, 65201",NO,LIQUOR LAW,LIQUOR LAW,CLEARED BY ARREST
202501371,10/11/2025 10:40:00 am-10/11/2025 10:40:00 am,"600 E STADIUM BLVD , COLUMBIA MO, 65201",NO,LIQUOR LAW,LIQUOR LAW,CLEARED BY ARREST
202501370,10/11/2025 09:02:00 am,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,FORGERY,FORGERY,CLEARED BY ARREST
202501370,10/11/2025 09:01:59 am-10/11/2025 09:02:00 am,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,FORGERY,FORGERY,CLEARED BY ARREST
202501370,10/11/2025 09:02:00 am,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202501370,10/11/2025 09:01:59 am-10/11/2025 09:02:00 am,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202501369,10/11/2025 07:23:00 am,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501369,10/11/2025 07:22:59 am-10/11/2025 07:23:00 am,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501368,10/10/2025 09:38:10 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,LARCENY - OTHER,LARCENY - OTHER,CLEARED BY ARREST
202501368,10/10/2025 07:48:09 pm-10/10/2025 07:49:10 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,LARCENY - OTHER,LARCENY - OTHER,CLEARED BY ARREST
202501367,10/10/2025 05:49:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202501367,10/10/2025 05:48:59 pm-10/10/2025 05:49:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202501366,10/10/2025 06:19:00 pm,"1000 VIRGINIA AVE , COLUMBIA MO, 65201",NO,LARCENY - OTHER,LARCENY - OTHER,ACTIVE
202501366,10/08/2025 07:13:00 pm-10/09/2025 10:00:00 am,"1000 VIRGINIA AVE , COLUMBIA MO, 65201",NO,LARCENY - OTHER,LARCENY - OTHER,ACTIVE
202501365,10/10/2025 02:57:00 pm,"506 S SIXTH ST , COLUMBIA MO, 65201",NO,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202501365,10/10/2025 01:45:00 pm-10/10/2025 01:46:00 pm,"506 S SIXTH ST , COLUMBIA MO, 65201",NO,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202501364,10/10/2025 03:40:00 pm,"3 HOSPITAL DR , COLUMBIA MO, 65201",NO,OTHER OFFENSE - REPORTABLE,OTHER OFFENSE - REPORTABLE,ACTIVE
202501364,10/10/2025 12:41:00 pm-10/10/2025 03:40:00 pm,"3 HOSPITAL DR , COLUMBIA MO, 65201",NO,OTHER OFFENSE - REPORTABLE,OTHER OFFENSE - REPORTABLE,ACTIVE
202501363,10/10/2025 02:23:00 pm,"1000 W NIFONG BLVD , COLUMBIA MO, 65203",NO,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202501363,10/10/2025 02:22:59 pm-10/10/2025 02:23:00 pm,"1000 W NIFONG BLVD , COLUMBIA MO, 65203",NO,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202501362,10/10/2025 12:04:40 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202501362,10/10/2025 12:04:39 pm-10/10/2025 12:04:40 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202501361,10/10/2025 07:37:00 am,"416 S SIXTH ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202501361,10/10/2025 07:36:59 am-10/10/2025 07:37:00 am,"416 S SIXTH ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202501360,10/10/2025 05:24:00 am,"901 VIRGINIA AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,FORGERY,FORGERY,CLEARED BY ARREST
202501360,10/10/2025 05:23:59 am-10/10/2025 05:24:00 am,"901 VIRGINIA AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,FORGERY,FORGERY,CLEARED BY ARREST
202501359,10/10/2025 01:50:00 am,"901 TIGER AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,SICK/MENTALLY ILL PERSON,LIQUOR LAW,EXCEPTIONALLY CLEARED
202501359,10/10/2025 01:49:59 am-10/10/2025 01:50:00 am,"901 TIGER AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,SICK/MENTALLY ILL PERSON,LIQUOR LAW,EXCEPTIONALLY CLEARED
202501359,10/10/2025 01:50:00 am,"901 TIGER AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202501359,10/10/2025 01:49:59 am-10/10/2025 01:50:00 am,"901 TIGER AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202501358,10/10/2025 01:55:00 am,"800 VIRGINIA AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202501358,10/10/2025 01:54:59 am-10/10/2025 01:55:00 am,"800 VIRGINIA AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202501358,10/10/2025 01:55:00 am,"800 VIRGINIA AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,SICK/MENTALLY ILL PERSON,LIQUOR LAW,EXCEPTIONALLY CLEARED
202501358,10/10/2025 01:54:59 am-10/10/2025 01:55:00 am,"800 VIRGINIA AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,SICK/MENTALLY ILL PERSON,LIQUOR LAW,EXCEPTIONALLY CLEARED
202501357,10/10/2025 01:29:00 am,"499 S COLLEGE AVE/UNIVERSITY AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202501357,10/10/2025 01:29:00 am-10/10/2025 01:29:00 am,"499 S COLLEGE AVE/UNIVERSITY AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202501356,10/09/2025 07:38:00 pm,"1004 TIGER AVE , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501356,10/09/2025 07:00:00 am-10/09/2025 04:30:00 pm,"1004 TIGER AVE , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501355,10/09/2025 08:09:00 pm,"1365 AGRONOMY RESEARCH DR , COLUMBIA MO, 65203",NO,BURGLARY,BURGLARY,ACTIVE
202501355,10/09/2025 07:55:59 pm-10/09/2025 08:09:00 pm,"1365 AGRONOMY RESEARCH DR , COLUMBIA MO, 65203",NO,BURGLARY,BURGLARY,ACTIVE
202501355,10/09/2025 08:09:00 pm,"1365 AGRONOMY RESEARCH DR , COLUMBIA MO, 65203",NO,PROPERTY DAMAGE,BURGLARY,ACTIVE
202501355,10/09/2025 07:55:59 pm-10/09/2025 08:09:00 pm,"1365 AGRONOMY RESEARCH DR , COLUMBIA MO, 65203",NO,PROPERTY DAMAGE,BURGLARY,ACTIVE
202501354,10/09/2025 08:51:00 pm,"1299 ROLLINS ST/S COLLEGE AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,TRAFFIC OFFENSE,FORGERY,CLEARED BY ARREST
202501354,10/09/2025 08:50:59 pm-10/09/2025 08:51:00 pm,"1299 ROLLINS ST/S COLLEGE AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,TRAFFIC OFFENSE,FORGERY,CLEARED BY ARREST
202501354,10/09/2025 08:51:00 pm,"1299 ROLLINS ST/S COLLEGE AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,FORGERY,FORGERY,CLEARED BY ARREST
202501354,10/09/2025 08:50:59 pm-10/09/2025 08:51:00 pm,"1299 ROLLINS ST/S COLLEGE AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,FORGERY,FORGERY,CLEARED BY ARREST
202501353,10/09/2025 04:45:00 pm,"1105 S PROVIDENCE RD , COLUMBIA MO, 65201",NO,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY)
202501353,10/09/2025 04:44:59 pm-10/09/2025 04:45:00 pm,"1105 S PROVIDENCE RD , COLUMBIA MO, 65201",NO,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY)
202501352,10/09/2025 04:29:00 pm,"800 VIRGINIA AVE , COLUMBIA MO, 65201",NO,LARCENY - OTHER,LARCENY - OTHER,ACTIVE
202501352,10/09/2025 11:00:00 am-10/09/2025 11:00:00 am,"800 VIRGINIA AVE , COLUMBIA MO, 65201",NO,LARCENY - OTHER,LARCENY - OTHER,ACTIVE
202501351,10/09/2025 02:50:10 pm,"801 CONLEY AVE , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501351,10/09/2025 12:00:09 pm-10/09/2025 12:15:10 pm,"801 CONLEY AVE , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501350,10/09/2025 08:41:00 am,"1299 HOSPITAL DR/S COLLEGE AVE , COLUMBIA MO, 65201",NO,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,CLEARED BY ARREST
202501350,10/06/2025 04:09:00 pm-10/09/2025 08:41:00 am,"1299 HOSPITAL DR/S COLLEGE AVE , COLUMBIA MO, 65201",NO,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,CLEARED BY ARREST
202501349,10/09/2025 10:22:22 am,"1100 ROLLINS ST , COLUMBIA MO, 65201",NO,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED
202501349,10/02/2025 12:00:00 am-10/02/2025 12:00:00 am,"1100 ROLLINS ST , COLUMBIA MO, 65201",NO,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED
202501348,10/09/2025 10:16:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,RECOVER VEH./PROP.,RECOVER VEH./PROP.,CLOSED
202501348,10/09/2025 10:15:59 am-10/09/2025 10:16:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO,RECOVER VEH./PROP.,RECOVER VEH./PROP.,CLOSED
202501347,10/09/2025 11:38:00 am,"1000 VIRGINIA AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202501347,09/17/2025 12:00:00 pm-10/05/2025 10:00:00 am,"1000 VIRGINIA AVE , COLUMBIA MO, 65201",NO NOT APPLICABLE,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202501346,10/08/2025 07:12:00 pm,"1199 E STADIUM BLVD/ROCK QUARRY RD , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202501346,10/08/2025 07:11:59 pm-10/08/2025 07:12:00 pm,"1199 E STADIUM BLVD/ROCK QUARRY RD , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202501345,10/08/2025 01:48:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO NOT APPLICABLE,LARCENY - OTHER,LARCENY - OTHER,ACTIVE
202501345,10/08/2025 12:30:00 pm-10/08/2025 01:00:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO NOT APPLICABLE,LARCENY - OTHER,LARCENY - OTHER,ACTIVE
202501344,10/08/2025 10:41:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO NOT APPLICABLE,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202501344,10/08/2025 10:40:59 am-10/08/2025 10:41:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO NOT APPLICABLE,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202501343,10/08/2025 12:11:00 am,"1199 S COLLEGE AVE/E STADIUM BLVD , COLUMBIA MO, 65201",NO NOT APPLICABLE,DWI,DWI,CLEARED BY ARREST
202501343,10/08/2025 12:10:59 am-10/08/2025 12:11:00 am,"1199 S COLLEGE AVE/E STADIUM BLVD , COLUMBIA MO, 65201",NO NOT APPLICABLE,DWI,DWI,CLEARED BY ARREST
202501343,10/08/2025 12:11:00 am,"1199 S COLLEGE AVE/E STADIUM BLVD , COLUMBIA MO, 65201",NO NOT APPLICABLE,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST
202501343,10/08/2025 12:10:59 am-10/08/2025 12:11:00 am,"1199 S COLLEGE AVE/E STADIUM BLVD , COLUMBIA MO, 65201",NO NOT APPLICABLE,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST
202501342,10/07/2025 04:00:00 pm,"2325 SMILEY LN , COLUMBIA MO, 65202",NO,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,ACTIVE
202501342,10/07/2025 03:59:59 pm-10/07/2025 04:00:00 pm,"2325 SMILEY LN , COLUMBIA MO, 65202",NO,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,ACTIVE
202501341,10/07/2025 04:30:00 pm,"1024 S COLLEGE AVE/HOSPITAL DR , COLUMBIA MO, 65201",NO NOT APPLICABLE,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202501341,10/07/2025 03:51:00 pm-10/07/2025 03:53:00 pm,"1024 S COLLEGE AVE/HOSPITAL DR , COLUMBIA MO, 65201",NO NOT APPLICABLE,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202501340,10/07/2025 03:16:00 pm,"999 E STADIUM BLVD/MONK DR , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
